1	26
1	172
1	259
1	266
1	535
1	710
1	781
1	852
1	960
1	983
2	98
2	132
2	143
2	235
2	443
2	543
2	769
2	845
2	863
2	992
3	124
3	144
3	176
3	230
3	368
3	635
3	810
3	824
3	887
3	903
4	73
4	108
4	118
4	231
4	563
4	703
4	831
4	881
4	954
4	996
5	80
5	202
5	216
5	391
5	479
5	495
5	561
5	589
5	830
5	875
6	162
6	398
6	470
6	484
6	534
6	546
6	571
6	777
6	862
6	994
7	74
7	205
7	249
7	257
7	260
7	270
7	468
7	519
7	774
7	918
8	27
8	101
8	121
8	163
8	237
8	251
8	689
8	803
8	894
8	964
9	56
9	88
9	140
9	171
9	175
9	393
9	430
9	522
9	659
9	780
10	218
10	240
10	479
10	516
10	637
10	908
10	913
10	966
10	977
10	979
11	13
11	19
11	102
11	230
11	374
11	528
11	542
11	701
11	787
11	914
12	98
12	136
12	162
12	163
12	167
12	199
12	272
12	356
12	418
12	964
13	11
13	97
13	176
13	197
13	310
13	374
13	569
13	611
13	712
13	853
14	126
14	188
14	294
14	349
14	415
14	488
14	793
14	818
14	988
14	995
15	253
15	366
15	396
15	455
15	617
15	695
15	733
15	852
15	941
15	989
16	62
16	79
16	82
16	391
16	448
16	525
16	660
16	767
16	832
16	931
17	92
17	312
17	360
17	379
17	673
17	696
17	783
17	816
17	861
17	946
18	65
18	76
18	87
18	189
18	336
18	348
18	423
18	799
18	879
18	999
19	11
19	27
19	230
19	310
19	479
19	512
19	542
19	667
19	782
19	787
20	31
20	76
20	99
20	158
20	358
20	400
20	481
20	819
20	892
20	902
21	52
21	222
21	227
21	308
21	364
21	623
21	624
21	755
21	765
21	951
22	61
22	151
22	219
22	221
22	599
22	630
22	763
22	952
22	962
22	981
23	66
23	96
23	157
23	282
23	294
23	438
23	640
23	655
23	760
23	767
24	94
24	135
24	302
24	321
24	353
24	496
24	518
24	575
24	691
24	796
25	93
25	221
25	375
25	463
25	588
25	680
25	720
25	823
25	905
25	988
26	1
26	128
26	446
26	546
26	576
26	592
26	604
26	622
26	649
26	802
27	8
27	19
27	97
27	315
27	368
27	512
27	644
27	829
27	849
27	858
28	56
28	217
28	308
28	346
28	413
28	420
28	452
28	486
28	524
28	968
29	125
29	188
29	224
29	236
29	249
29	344
29	655
29	832
29	880
29	937
30	137
30	180
30	233
30	278
30	653
30	668
30	741
30	916
30	948
30	951
31	20
31	103
31	164
31	208
31	370
31	372
31	400
31	480
31	602
31	841
32	56
32	197
32	262
32	583
32	595
32	745
32	816
32	895
32	901
32	940
33	125
33	361
33	491
33	626
33	647
33	648
33	739
33	763
33	921
33	937
34	373
34	560
34	570
34	685
34	739
34	761
34	764
34	847
34	874
34	947
35	143
35	163
35	195
35	259
35	418
35	578
35	642
35	666
35	689
35	721
36	60
36	150
36	223
36	275
36	392
36	471
36	537
36	572
36	607
36	891
37	261
37	482
37	493
37	514
37	598
37	652
37	688
37	785
37	825
37	939
38	93
38	107
38	114
38	179
38	188
38	201
38	240
38	299
38	648
38	937
39	49
39	147
39	278
39	490
39	503
39	671
39	716
39	747
39	751
39	983
40	95
40	201
40	247
40	355
40	458
40	557
40	588
40	599
40	630
40	962
41	95
41	144
41	361
41	416
41	433
41	456
41	497
41	801
41	898
41	963
42	164
42	297
42	348
42	414
42	470
42	471
42	692
42	713
42	783
42	820
43	192
43	261
43	493
43	586
43	598
43	697
43	816
43	908
43	913
43	979
44	59
44	105
44	234
44	389
44	524
44	585
44	870
44	909
44	940
44	948
45	63
45	198
45	281
45	338
45	354
45	361
45	618
45	751
45	784
45	885
46	129
46	250
46	265
46	306
46	378
46	415
46	450
46	511
46	790
46	809
47	193
47	270
47	570
47	593
47	606
47	609
47	774
47	870
47	944
47	1000
48	211
48	261
48	347
48	735
48	811
48	830
48	861
48	875
48	907
48	997
49	39
49	263
49	301
49	384
49	483
49	545
49	633
49	671
49	756
49	942
50	152
50	246
50	355
50	410
50	574
50	578
50	627
50	769
50	894
50	964
51	57
51	116
51	120
51	248
51	405
51	468
51	570
51	658
51	690
51	868
52	21
52	98
52	251
52	309
52	529
52	615
52	645
52	650
52	769
52	936
53	71
53	78
53	398
53	546
53	553
53	594
53	679
53	734
53	839
53	871
54	76
54	309
54	330
54	401
54	510
54	573
54	698
54	877
54	902
54	991
55	175
55	178
55	295
55	302
55	440
55	496
55	505
55	669
55	747
55	911
56	9
56	28
56	32
56	79
56	90
56	194
56	765
56	843
56	935
56	978
57	51
57	161
57	366
57	429
57	550
57	610
57	739
57	821
57	874
57	967
58	89
58	182
58	293
58	318
58	334
58	445
58	540
58	807
58	809
58	893
59	44
59	122
59	324
59	524
59	664
59	706
59	759
59	843
59	916
59	958
60	36
60	81
60	174
60	607
60	675
60	713
60	831
60	840
60	881
60	928
61	22
61	153
61	173
61	207
61	299
61	436
61	532
61	562
61	768
61	962
62	16
62	215
62	243
62	581
62	626
62	702
62	724
62	867
62	873
62	905
63	45
63	78
63	388
63	439
63	459
63	699
63	758
63	792
63	822
63	885
64	100
64	119
64	129
64	130
64	318
64	533
64	638
64	804
64	867
64	945
65	18
65	166
65	330
65	358
65	372
65	400
65	472
65	795
65	892
65	902
66	23
66	86
66	133
66	252
66	367
66	500
66	767
66	776
66	924
66	959
67	255
67	288
67	593
67	707
67	789
67	851
67	856
67	870
67	899
67	961
68	172
68	226
68	295
68	440
68	480
68	494
68	646
68	699
68	710
68	852
69	319
69	376
69	590
69	607
69	672
69	831
69	840
69	841
69	976
69	989
70	74
70	84
70	205
70	264
70	285
70	304
70	402
70	658
70	705
70	884
71	53
71	247
71	254
71	382
71	502
71	534
71	600
71	604
71	708
71	802
72	74
72	244
72	429
72	465
72	550
72	560
72	606
72	720
72	723
72	821
73	4
73	191
73	316
73	376
73	457
73	590
73	706
73	742
73	831
73	976
74	7
74	70
74	72
74	155
74	292
74	331
74	342
74	766
74	844
74	918
75	104
75	134
75	137
75	200
75	287
75	330
75	339
75	623
75	682
75	948
76	18
76	20
76	54
76	401
76	470
76	554
76	573
76	597
76	758
76	788
77	111
77	243
77	296
77	369
77	436
77	588
77	647
77	654
77	818
77	832
78	53
78	63
78	198
78	212
78	260
78	286
78	353
78	503
78	535
78	791
79	16
79	56
79	86
79	95
79	209
79	219
79	612
79	726
79	793
79	880
80	5
80	83
80	107
80	219
80	314
80	532
80	647
80	801
80	864
80	900
81	60
81	108
81	392
81	421
81	537
81	643
81	706
81	742
81	949
81	976
82	16
82	95
82	114
82	314
82	485
82	526
82	648
82	663
82	720
82	824
83	80
83	86
83	95
83	165
83	639
83	648
83	654
83	724
83	760
83	896
84	70
84	249
84	289
84	429
84	467
84	636
84	833
84	870
84	918
84	970
85	202
85	270
85	519
85	539
85	565
85	605
85	694
85	766
85	774
85	890
86	66
86	79
86	83
86	109
86	267
86	274
86	422
86	488
86	643
86	654
87	18
87	164
87	166
87	219
87	311
87	426
87	713
87	795
87	889
87	991
88	9
88	201
88	243
88	247
88	305
88	367
88	488
88	648
88	717
88	937
89	58
89	265
89	272
89	300
89	317
89	450
89	533
89	638
89	770
89	807
90	56
90	156
90	284
90	364
90	583
90	620
90	719
90	738
90	772
90	835
91	112
91	217
91	262
91	444
91	612
91	653
91	719
91	750
91	765
91	951
92	17
92	192
92	218
92	493
92	509
92	589
92	781
92	869
92	875
92	997
93	25
93	38
93	151
93	179
93	273
93	344
93	448
93	800
93	823
93	911
94	24
94	135
94	198
94	301
94	366
94	439
94	686
94	695
94	822
94	899
95	40
95	41
95	79
95	82
95	83
95	149
95	154
95	409
95	463
95	617
96	23
96	314
96	355
96	369
96	427
96	491
96	532
96	630
96	636
96	897
97	13
97	27
97	144
97	293
97	431
97	457
97	584
97	797
97	829
97	915
98	2
98	12
98	52
98	351
98	356
98	447
98	645
98	752
98	803
98	987
99	20
99	166
99	328
99	373
99	406
99	414
99	698
99	758
99	819
99	877
100	64
100	129
100	282
100	306
100	445
100	547
100	690
100	743
100	807
100	811
101	8
101	183
101	251
101	302
101	350
101	351
101	410
101	529
101	730
101	752
102	11
102	152
102	195
102	351
102	543
102	620
102	642
102	730
102	886
102	992
103	31
103	120
103	255
103	331
103	555
103	844
103	868
103	874
103	918
103	967
104	75
104	184
104	235
104	364
104	389
104	422
104	595
104	682
104	740
104	906
105	44
105	235
105	393
105	469
105	475
105	522
105	530
105	580
105	773
105	985
106	210
106	265
106	490
106	533
106	638
106	743
106	788
106	893
106	925
106	945
107	38
107	80
107	149
107	151
107	314
107	566
107	647
107	824
107	836
107	931
108	4
108	81
108	174
108	231
108	417
108	424
108	509
108	643
108	697
108	976
109	86
109	201
109	305
109	485
109	500
109	544
109	557
109	639
109	822
109	900
110	332
110	382
110	407
110	527
110	718
110	734
110	777
110	862
110	965
110	976
111	77
111	138
111	232
111	330
111	401
111	406
111	480
111	819
111	991
111	999
112	91
112	180
112	194
112	276
112	454
112	657
112	677
112	772
112	827
112	883
113	172
113	198
113	242
113	396
113	536
113	652
113	751
113	796
113	866
113	969
114	38
114	82
114	267
114	433
114	602
114	612
114	717
114	800
114	818
114	924
115	371
115	395
115	441
115	527
115	628
115	665
115	715
115	775
115	778
115	871
116	51
116	373
116	685
116	766
116	774
116	833
116	857
116	951
116	970
116	986
117	185
117	241
117	484
117	504
117	527
117	571
117	632
117	736
117	766
117	994
